N,extraction,value
100,1793,1.00765
1,1794,0.862057
2,1794,0.464701
10,1794,0.83515
100,1794,1.03712
1,1795,2.92819
2,1795,2.32623
10,1795,1.31638
100,1795,0.894545
1,1796,1.42991
2,1796,1.35335
10,1796,0.830598
100,1796,1.19115
1,1797,0.92375
2,1797,0.473696
10,1797,1.15727
100,1797,1.07096
1,1798,0.908622
2,1798,0.467843
10,1798,0.858247
100,1798,1.05293
1,1799,1.05724
2,1799,1.41335
10,1799,0.942241
100,1799,1.01007
1,1800,1.8403
2,1800,1.25647
10,1800,0.814818
100,1800,0.992982
1,1801,3.47431
2,1801,2.10849
10,1801,1.21924
100,1801,0.877948
1,1802,2.52751
2,1802,1.37372
10,1802,0.675786
100,1802,0.910744
1,1803,1.8306
2,1803,1.30408
10,1803,0.980912
100,1803,0.862057
1,1804,1.29635
2,1804,1.04577
10,1804,0.638413
100,1804,0.978945
1,1805,0.705908
2,1805,0.700578
10,1805,1.29125
100,1805,1.12628
1,1806,0.169588
2,1806,1.03514
10,1806,0.948919
100,1806,1.00955
1,1807,2.95379
2,1807,1.96642
10,1807,0.900171
100,1807,1.01138
1,1808,0.488209
2,1808,1.01422
10,1808,0.821317
100,1808,0.904954
1,1809,2.35582
2,1809,1.52321
10,1809,1.18689
100,1809,0.973618
1,1810,2.28086
2,1810,1.82016
10,1810,1.18481
100,1810,1.09124
1,1811,0.160748
2,1811,0.206994
10,1811,0.925352
100,1811,0.914266
1,1812,0.270711
2,1812,0.145101
10,1812,0.983679
100,1812,1.00661
1,1813,4.30684
2,1813,3.40574
10,1813,1.71762
100,1813,1.15331
1,1814,0.739191
2,1814,1.44672
10,1814,0.932369
100,1814,0.99832
1,1815,0.0182758
2,1815,0.462854
10,1815,1.05094
100,1815,1.08274
1,1816,1.17485
2,1816,0.949571
10,1816,1.02693
100,1816,0.78302
1,1817,0.134547
2,1817,0.331007
10,1817,1.95326
100,1817,1.11281
1,1818,0.672121
2,1818,1.14228
10,1818,0.858027
100,1818,1.05821
1,1819,1.2455
2,1819,0.772026
10,1819,0.688291
100,1819,0.876473
1,1820,0.228784
2,1820,0.116895
10,1820,1.28537
100,1820,1.17173
1,1821,0.195035
2,1821,0.822186
10,1821,1.09303
100,1821,0.922802
1,1822,0.149601
2,1822,0.258324
10,1822,1.10081
100,1822,0.992462
1,1823,1.01907
2,1823,0.999566
10,1823,0.930283
100,1823,0.945479
1,1824,1.75268
2,1824,0.98944
10,1824,0.996687
100,1824,1.12148
1,1825,2.26888
2,1825,1.3202
10,1825,1.25445
100,1825,0.913354
1,1826,4.80148
2,1826,3.14064
10,1826,1.41251
100,1826,0.959927
1,1827,1.00411
2,1827,0.586388
10,1827,0.968854
100,1827,0.978113
1,1828,0.286493
2,1828,1.00707
10,1828,0.982538
100,1828,0.881379
1,1829,2.01137
2,1829,1.80459
10,1829,0.760825
100,1829,0.899892
1,1830,0.792557
2,1830,1.48244
10,1830,1.83719
100,1830,1.19188
1,1831,0.997677
2,1831,3.06429
10,1831,1.22403
100,1831,1.07994
1,1832,0.436852
2,1832,0.269585
10,1832,0.606587
100,1832,0.816884
1,1833,2.50231
2,1833,2.05415
10,1833,1.31879
100,1833,1.04237
1,1834,0.873911
2,1834,1.7532
10,1834,1.23739
100,1834,1.00913
1,1835,1.84287
2,1835,0.981934
10,1835,0.89107
100,1835,0.994783
1,1836,0.305126
2,1836,0.946496
10,1836,0.403743
100,1836,0.961441
1,1837,0.0597956
2,1837,0.486963
10,1837,0.568544
100,1837,0.938824
1,1838,3.02746
2,1838,1.89641
10,1838,1.25024
100,1838,1.05703
1,1839,0.54909
2,1839,1.86124
10,1839,1.45685
100,1839,1.13991
1,1840,2.17564
2,1840,1.7594
10,1840,1.19851
100,1840,1.06179
1,1841,2.20074
2,1841,1.54073
10,1841,0.863543
100,1841,1.07819
1,1842,2.14538
2,1842,2.78258
10,1842,0.968642
100,1842,0.95965
1,1843,1.06028
2,1843,0.967709
10,1843,1.11822
100,1843,1.0278
1,1844,3.57324
2,1844,2.64295
10,1844,1.16628
100,1844,1.13518
1,1845,0.768807
2,1845,0.462073
10,1845,0.755007
100,1845,0.937048
1,1846,1.51479
2,1846,1.81134
10,1846,1.62497
100,1846,1.11103
1,1847,0.942832
2,1847,0.650869
10,1847,0.794971
100,1847,0.927803
1,1848,1.05844
2,1848,0.894381
10,1848,0.795163
100,1848,1.1672
1,1849,0.0718336
2,1849,0.0611923
10,1849,0.595387
100,1849,0.998386
1,1850,0.732506
2,1850,0.801488
10,1850,0.583201
100,1850,0.997281
1,1851,0.412656
2,1851,1.07524
10,1851,0.859452
100,1851,1.1302
1,1852,0.689579
2,1852,1.6173
10,1852,1.09334
100,1852,1.00408
1,1853,0.556409
2,1853,0.500617
10,1853,1.24497
100,1853,0.949219
1,1854,0.285692
2,1854,0.987801
10,1854,1.22177
100,1854,1.02034
1,1855,0.744543
2,1855,1.53712
10,1855,1.34332
100,1855,1.14361
1,1856,0.0617413
2,1856,0.167852
10,1856,0.577507
100,1856,0.846197
1,1857,1.8348
2,1857,1.73548
10,1857,1.04499
100,1857,0.932814
1,1858,1.16001
2,1858,0.588042
10,1858,1.11454
100,1858,0.916426
1,1859,1.13027
2,1859,0.885175
10,1859,1.22017
100,1859,1.06696
1,1860,2.56233
2,1860,2.14941
10,1860,1.69623
100,1860,1.23733
1,1861,1.42085
2,1861,1.29182
10,1861,1.38919
100,1861,1.09673
1,1862,2.54557
2,1862,1.31441
10,1862,1.23141
100,1862,1.02899
1,1863,1.56527
2,1863,0.958079
10,1863,1.3209
100,1863,0.865345
1,1864,0.292388
2,1864,0.722473
10,1864,1.2789
100,1864,1.15724
1,1865,0.314664
2,1865,0.311158
10,1865,1.03214
100,1865,0.8897
1,1866,1.23872
2,1866,1.12248
10,1866,0.926626
100,1866,0.996404
1,1867,0.751924
2,1867,0.430092
10,1867,0.721353
100,1867,0.95718
1,1868,1.88623
2,1868,1.29653
10,1868,0.685246
100,1868,1.07385
1,1869,0.0283156
2,1869,0.538413
10,1869,0.826232
100,1869,0.999642
1,1870,0.323321
2,1870,0.977113
10,1870,1.12759
100,1870,0.966075
1,1871,2.20966
2,1871,1.2384
10,1871,1.12443
100,1871,0.910014
1,1872,1.14884
2,1872,0.668677
10,1872,0.724543
100,1872,0.963473
1,1873,1.11976
2,1873,0.670569
10,1873,0.566978
100,1873,0.823102
1,1874,0.939884
2,1874,0.796156
10,1874,0.686693
100,1874,1.03101
1,1875,0.492961
2,1875,1.0197
10,1875,0.857754
100,1875,1.09308
1,1876,3.24302
2,1876,2.35786
10,1876,1.14721
100,1876,1.13491
1,1877,1.42883
2,1877,0.975448
10,1877,1.10702
100,1877,0.944703
1,1878,0.306484
2,1878,0.19595
10,1878,0.739304
100,1878,1.04889
1,1879,1.2901
2,1879,0.790469
10,1879,1.11704
100,1879,0.810258
1,1880,1.08609
2,1880,0.609209
10,1880,1.56132
100,1880,0.96834
1,1881,0.195166
2,1881,0.275153
10,1881,0.706221
100,1881,0.974834
1,1882,1.07397
2,1882,1.43796
10,1882,0.834208
100,1882,1.06668
1,1883,3.13846
2,1883,2.11104
10,1883,1.05214
100,1883,1.06104
1,1884,0.899744
2,1884,1.25115
10,1884,1.25773
100,1884,1.19441
1,1885,0.0758385
2,1885,0.233027
10,1885,1.4446
100,1885,1.00816
1,1886,2.06431
2,1886,1.409
10,1886,1.07
100,1886,0.921211
1,1887,0.196724
2,1887,0.227464
10,1887,0.691993
100,1887,0.949236
1,1888,2.71367
2,1888,1.84849
10,1888,1.13148
100,1888,0.998611
1,1889,0.328208
2,1889,0.842435
10,1889,0.895072
100,1889,1.0057
1,1890,2.99837
2,1890,2.28199
10,1890,0.982312
100,1890,0.992099
1,1891,1.17815
2,1891,0.922914
10,1891,0.649969
100,1891,1.04122
1,1892,0.338266
2,1892,0.803507
10,1892,1.28239
100,1892,1.13471
1,1893,0.27054
2,1893,0.511061
10,1893,1.10467
100,1893,1.16221
1,1894,1.17607
2,1894,1.53388
10,1894,1.33164
100,1894,1.23799
1,1895,1.14151
2,1895,2.01198
10,1895,0.873469
100,1895,1.14813
1,1896,0.25956
2,1896,2.40966
10,1896,0.850189
100,1896,0.908427
1,1897,0.536766
2,1897,0.966843
10,1897,1.17
100,1897,1.10981
1,1898,3.17567
2,1898,2.40151
10,1898,1.00983
100,1898,0.994649
1,1899,0.482809
2,1899,0.360135
10,1899,0.815672
100,1899,0.986384
1,1900,0.43826
2,1900,0.310626
10,1900,0.857888
100,1900,0.945595
1,1901,0.274861
2,1901,0.464665
10,1901,1.30054
100,1901,1.01927
1,1902,0.633151
2,1902,0.565419
10,1902,1.06946
100,1902,0.998635
1,1903,1.45768
2,1903,1.25989
10,1903,0.796158
100,1903,0.913263
1,1904,1.78186
2,1904,1.08045
10,1904,0.799494
100,1904,1.05574
1,1905,0.726137
2,1905,0.451466
10,1905,1.00927
100,1905,1.07447
1,1906,0.104751
2,1906,0.201851
10,1906,0.537431
100,1906,1.01769
1,1907,1.22033
2,1907,0.990114
10,1907,1.23228
100,1907,0.905133
1,1908,0.586295
2,1908,1.24162
10,1908,0.758328
100,1908,0.922701
1,1909,0.430777
2,1909,0.589719
10,1909,1.27807
100,1909,0.960672
1,1910,1.13995
2,1910,1.20571
10,1910,1.60015
100,1910,1.26736
1,1911,1.03365
2,1911,1.03057
10,1911,0.596937
100,1911,1.07229
1,1912,0.153756
2,1912,0.105666
10,1912,0.631142
100,1912,0.943315
1,1913,0.85564
2,1913,2.27408
10,1913,1.08228
100,1913,1.04582
1,1914,0.351428
2,1914,0.192756
10,1914,0.849222
100,1914,0.909065
1,1915,1.536
2,1915,1.07615
10,1915,0.77732
100,1915,0.911684
1,1916,0.101393
2,1916,0.106657
10,1916,0.821018
100,1916,0.777505
1,1917,1.12338
2,1917,0.878883
10,1917,1.1448
100,1917,0.913532
1,1918,0.0900279
2,1918,0.13614
10,1918,0.393904
100,1918,1.06015
1,1919,1.38709
2,1919,1.46167
10,1919,1.09499
100,1919,0.939508
1,1920,0.272291
2,1920,0.566364
10,1920,0.87925
100,1920,1.16701
1,1921,0.232178
2,1921,1.4487
10,1921,1.2918
100,1921,1.08843
1,1922,0.775665
2,1922,0.419489
10,1922,0.634119
100,1922,0.909673
1,1923,1.43988
2,1923,1.77926
10,1923,0.852095
100,1923,1.01726
1,1924,0.378677
2,1924,0.505803
10,1924,1.79392
100,1924,1.23185
1,1925,1.30098
2,1925,0.717379
10,1925,1.04009
100,1925,0.994234
1,1926,0.353392
2,1926,0.435331
10,1926,1.11525
100,1926,1.05917
1,1927,0.382816
2,1927,0.253005
10,1927,0.844771
100,1927,1.00623
1,1928,0.573695
2,1928,0.925565
10,1928,0.382283
100,1928,0.822325
1,1929,0.240558
2,1929,0.153042
10,1929,0.683178
100,1929,0.90095
1,1930,0.59932
2,1930,1.41
10,1930,0.931595
100,1930,0.862268
1,1931,0.440337
2,1931,0.280681
10,1931,0.446192
100,1931,0.986937
1,1932,0.131684
2,1932,0.197121
10,1932,1.29134
100,1932,0.917734
1,1933,4.45338
2,1933,3.3219
10,1933,1.15506
100,1933,1.03698
1,1934,0.412174
2,1934,0.206251
10,1934,0.742385
100,1934,0.968725
1,1935,2.78567
2,1935,1.63792
10,1935,1.00538
100,1935,1.06244
1,1936,1.94526
2,1936,1.20373
10,1936,0.99096
100,1936,0.870078
1,1937,0.155167
2,1937,0.234094
10,1937,0.956051
100,1937,1.19212
1,1938,1.86239
2,1938,1.07702
10,1938,1.11365
100,1938,0.944267
1,1939,0.543324
2,1939,0.603427
10,1939,1.04076
100,1939,1.16149
1,1940,0.137038
2,1940,0.070339
10,1940,1.04018
100,1940,0.900399
1,1941,0.626396
2,1941,0.48706
10,1941,0.459832
100,1941,0.938839
1,1942,0.227746
2,1942,2.24324
10,1942,1.32043
100,1942,1.07921
1,1943,0.129168
2,1943,0.56546
10,1943,1.03283
100,1943,1.06735
1,1944,4.1929
2,1944,2.09973
10,1944,1.2948
100,1944,0.988064
1,1945,1.93976
2,1945,1.9632
10,1945,1.16582
100,1945,1.07047
1,1946,0.344942
2,1946,0.652365
10,1946,1.1226
100,1946,0.914637
1,1947,0.709523
2,1947,1.40451
10,1947,1.64025
100,1947,0.972039
1,1948,0.0864661
2,1948,0.208662
10,1948,0.661502
100,1948,0.850614
1,1949,0.300531
2,1949,0.584209
10,1949,0.752371
100,1949,0.859342
1,1950,0.561479
2,1950,0.547612
10,1950,1.03771
100,1950,1.03399
1,1951,1.96022
2,1951,1.63223
10,1951,1.59105
100,1951,1.11275
1,1952,0.264984
2,1952,0.29493
10,1952,0.822099
100,1952,0.905436
1,1953,0.0873612
2,1953,0.122779
10,1953,0.930062
100,1953,0.975963
1,1954,1.14147
2,1954,1.28302
10,1954,0.846677
100,1954,1.18773
1,1955,0.584472
2,1955,0.471386
10,1955,0.706205
100,1955,1.10284
1,1956,0.598043
2,1956,0.301462
10,1956,1.24586
100,1956,1.04911
1,1957,0.133842
2,1957,0.211575
10,1957,0.911144
100,1957,1.06508
1,1958,1.04826
2,1958,1.80282
10,1958,1.6095
100,1958,1.00207
1,1959,0.210268
2,1959,1.69056
10,1959,1.00042
100,1959,0.975487
1,1960,0.70015
2,1960,0.755998
10,1960,1.03615
100,1960,1.21752
1,1961,5.04673
2,1961,4.22295
10,1961,1.27213
100,1961,0.895404
1,1962,1.51821
2,1962,0.95404
10,1962,0.919543
100,1962,1.09477
1,1963,2.02711
2,1963,1.31514
10,1963,0.971129
100,1963,0.916086
1,1964,3.31553
2,1964,1.72203
10,1964,1.19897
100,1964,0.944626
1,1965,0.0344774
2,1965,0.526124
10,1965,0.551661
100,1965,1.10606
1,1966,0.173027
2,1966,0.264728
10,1966,0.489663
100,1966,1.09513
1,1967,1.41544
2,1967,1.13276
10,1967,0.896396
100,1967,0.898191
1,1968,1.39603
2,1968,1.04912
10,1968,1.53031
100,1968,0.994499
1,1969,1.39271
2,1969,0.860851
10,1969,0.859374
100,1969,1.05002
1,1970,1.63562
2,1970,1.05666
10,1970,1.1314
100,1970,1.15042
1,1971,1.7114
2,1971,1.01975
10,1971,1.09227
100,1971,0.899431
1,1972,0.212195
2,1972,0.185364
10,1972,0.95708
100,1972,1.05195
1,1973,1.33151
2,1973,0.978061
10,1973,0.618481
100,1973,0.92384
1,1974,0.650447
2,1974,0.347562
10,1974,0.967885
100,1974,1.14961
1,1975,0.471989
2,1975,0.455344
10,1975,0.972003
100,1975,0.894287
1,1976,0.798712
2,1976,0.905658
10,1976,0.889955
100,1976,0.9113
1,1977,0.0874758
2,1977,0.6731
10,1977,1.61129
100,1977,1.12611
1,1978,3.5719
2,1978,4.40081
10,1978,1.63574
100,1978,1.18357
1,1979,0.330131
2,1979,0.554131
10,1979,1.09418
100,1979,0.986116
1,1980,0.101637
2,1980,0.71138
10,1980,0.97086
100,1980,0.873603
1,1981,0.390867
2,1981,0.454399
10,1981,0.712972
100,1981,0.99588
1,1982,2.46037
2,1982,2.52863
10,1982,1.56579
100,1982,1.01019
1,1983,0.900258
2,1983,0.550526
10,1983,0.82876
100,1983,0.962916
1,1984,1.03458
2,1984,1.57837
10,1984,0.892484
100,1984,0.885107
1,1985,1.82628
2,1985,0.98633
10,1985,0.974023
100,1985,1.17148
1,1986,0.0701577
2,1986,0.80693
10,1986,0.835635
100,1986,0.952688
1,1987,1.39612
2,1987,0.929185
10,1987,0.931003
100,1987,0.812534
1,1988,0.923578
2,1988,0.589772
10,1988,0.716817
100,1988,0.961964
1,1989,1.57531
2,1989,1.3104
10,1989,1.04692
100,1989,0.937377
1,1990,0.133345
2,1990,0.468661
10,1990,1.11278
100,1990,1.0061
1,1991,0.288471
2,1991,0.58458
10,1991,0.763519
100,1991,0.991971
1,1992,0.742882
2,1992,0.446317
10,1992,1.21276
100,1992,1.01654
1,1993,0.802185
2,1993,0.512877
10,1993,1.32462
100,1993,1.10061
1,1994,0.0101937
2,1994,0.342906
10,1994,1.01802
100,1994,1.03774
1,1995,1.65065
2,1995,1.73973
10,1995,1.01242
100,1995,1.04281
1,1996,0.167483
2,1996,0.213016
10,1996,1.12047
100,1996,0.997938
1,1997,0.935258
2,1997,0.781273
10,1997,1.31995
100,1997,1.1857
1,1998,1.13203
2,1998,1.89642
10,1998,1.25316
100,1998,0.937122
1,1999,0.0473347
2,1999,0.2143
10,1999,1.1037
100,1999,1.08731
1,2000,3.90423
2,2000,2.92209
10,2000,1.59929
100,2000,0.968351
1,2001,0.00404811
2,2001,1.31176
10,2001,0.886591
100,2001,0.906211
1,2002,0.527137
2,2002,0.635282
10,2002,0.505389
100,2002,0.915728
1,2003,1.08314
2,2003,0.908459
10,2003,1.33864
100,2003,0.872889
1,2004,0.326631
2,2004,0.252026
10,2004,1.00987
100,2004,0.990399
1,2005,0.299886
2,2005,0.876022
10,2005,0.852641
100,2005,1.07872
1,2006,0.9575
2,2006,0.491311
10,2006,1.08154
100,2006,1.13085
1,2007,0.10434
2,2007,1.24884
10,2007,1.26626
100,2007,1.03955
1,2008,1.10064
2,2008,0.979688
10,2008,1.141
100,2008,1.0684
1,2009,1.55527
2,2009,0.926202
10,2009,1.12971
100,2009,1.12721
1,2010,0.142521
2,2010,0.464099
10,2010,0.804418
100,2010,0.983654
1,2011,1.29861
2,2011,0.67255
10,2011,0.722529
100,2011,0.916543
1,2012,0.163323
2,2012,0.986124
10,2012,0.848787
100,2012,1.16276
1,2013,1.7818
2,2013,1.43125
10,2013,1.01102
100,2013,1.10171
1,2014,0.0208226
2,2014,0.207842
10,2014,1.20594
100,2014,0.93942
1,2015,0.713479
2,2015,0.491598
10,2015,1.11278
100,2015,0.963246
1,2016,1.10965
2,2016,0.908969
10,2016,0.766509
100,2016,0.93286
1,2017,2.05395
2,2017,1.50386
10,2017,1.4358
100,2017,1.07199
1,2018,1.99605
2,2018,1.00428
10,2018,0.678561
100,2018,1.01998
1,2019,0.202054
2,2019,0.662344
10,2019,0.759481
100,2019,0.994817
1,2020,0.166795
2,2020,4.75249
10,2020,1.6979
100,2020,1.02393
1,2021,0.828416
2,2021,0.428318
10,2021,0.949471
100,2021,1.05409
1,2022,0.845532
2,2022,0.68645
10,2022,1.01715
100,2022,0.967528
1,2023,2.58895
2,2023,1.33736
10,2023,1.23427
100,2023,1.14792
1,2024,0.0645215
2,2024,0.0765377
10,2024,0.371937
100,2024,0.894257
1,2025,0.167023
2,2025,0.402437
10,2025,0.481278
100,2025,0.937138
1,2026,1.10552
2,2026,1.26337
10,2026,0.952158
100,2026,0.968397
1,2027,0.761657
2,2027,1.3408
10,2027,0.973987
100,2027,0.920268
1,2028,0.583685
2,2028,1.51154
10,2028,1.06548
100,2028,1.24158
1,2029,0.525253
2,2029,0.300653
10,2029,1.21304
100,2029,0.894883
1,2030,0.114292
2,2030,0.403178
10,2030,1.03406
100,2030,0.955333
1,2031,0.101611
2,2031,0.64732
10,2031,0.664041
100,2031,0.989939
1,2032,0.635097
2,2032,0.696945
10,2032,1.03306
100,2032,1.16785
1,2033,0.0345905
2,2033,1.21197
10,2033,1.28912
100,2033,1.06988
1,2034,0.811738
2,2034,0.795798
10,2034,0.853055
100,2034,1.02208
1,2035,0.186542
2,2035,0.845205
10,2035,1.22784
100,2035,0.968433
1,2036,0.702853
2,2036,1.52297
10,2036,0.821609
100,2036,1.00045
1,2037,0.920191
2,2037,1.57812
10,2037,0.703584
100,2037,1.09947
1,2038,0.221581
2,2038,0.125858
10,2038,0.739988
100,2038,1.07861
1,2039,0.594278
2,2039,0.521591
10,2039,1.02502
100,2039,0.957485
1,2040,1.00685
2,2040,0.779068
10,2040,0.728085
100,2040,1.10326
1,2041,3.56572
2,2041,1.88048
10,2041,1.61375
100,2041,1.24226
1,2042,0.0401172
2,2042,0.493733
10,2042,1.05002
100,2042,0.972129
1,2043,2.77764
2,2043,2.94935
10,2043,1.63439
100,2043,0.98096
1,2044,1.29659
2,2044,2.01751
10,2044,1.15045
100,2044,1.16618
1,2045,0.245534
2,2045,0.14148
10,2045,0.512547
100,2045,0.861141
1,2046,1.19088
2,2046,0.712328
10,2046,1.02264
100,2046,1.03927
1,2047,1.0059
2,2047,2.0266
10,2047,0.989052
100,2047,0.772871
1,2048,3.69121
2,2048,1.98942
10,2048,1.13664
100,2048,0.907702
1,2049,0.0505897
2,2049,0.179537
10,2049,0.730485
100,2049,0.729746
1,2050,1.20984
2,2050,0.76655
10,2050,0.966912
100,2050,1.08629
1,2051,1.18167
2,2051,1.32786
10,2051,1.15809
100,2051,1.04785
1,2052,3.01696
2,2052,1.59799
10,2052,1.28856
100,2052,1.07174
1,2053,1.33484
2,2053,0.70308
10,2053,0.612608
100,2053,1.12747
1,2054,0.360285
2,2054,0.613316
10,2054,0.72743
100,2054,0.816673
1,2055,0.111244
2,2055,0.402941
10,2055,1.07105
100,2055,1.06631
1,2056,0.16314
2,2056,1.94368
10,2056,1.82163
100,2056,1.10923
1,2057,0.764829
2,2057,0.686792
10,2057,0.602859
100,2057,0.909336
1,2058,1.41268
2,2058,1.01081
10,2058,1.43684
100,2058,1.08169
1,2059,2.03788
2,2059,1.04123
10,2059,1.03972
100,2059,1.00985
1,2060,0.0444738
2,2060,0.373319
10,2060,0.936271
100,2060,1.10477
1,2061,0.929455
2,2061,0.535615
10,2061,0.816198
100,2061,0.976022
1,2062,0.142467
2,2062,0.510878
10,2062,0.731788
100,2062,0.99748
1,2063,1.10336
2,2063,1.25804
10,2063,0.702331
100,2063,0.997172
1,2064,0.974955
2,2064,0.953237
10,2064,0.699701
100,2064,1.17161
1,2065,0.585507
2,2065,1.40401
10,2065,1.62185
100,2065,1.03779
1,2066,0.941961
2,2066,0.617469
10,2066,0.679112
100,2066,0.987794
1,2067,0.0397882
2,2067,0.470699
10,2067,1.22092
100,2067,0.952651
1,2068,0.603081
2,2068,0.408122
10,2068,1.0019
100,2068,1.04135
1,2069,1.60244
2,2069,1.15793
10,2069,0.989555
100,2069,1.19388
1,2070,0.322868
2,2070,0.229661
10,2070,0.788689
100,2070,0.945144
1,2071,0.051508
2,2071,0.721135
10,2071,1.00588
100,2071,0.87142
1,2072,0.246805
2,2072,0.809521
10,2072,0.821905
100,2072,1.14414
1,2073,0.106712
2,2073,0.127004
10,2073,0.56002
100,2073,0.952902
1,2074,0.553231
2,2074,0.637488
10,2074,0.813567
100,2074,0.907305
1,2075,0.64251
2,2075,1.13922
10,2075,1.03521
100,2075,0.927283
1,2076,1.4896
2,2076,0.955602
10,2076,1.12313
100,2076,1.09179
1,2077,0.484758
2,2077,0.346919
10,2077,0.832927
100,2077,0.904982
1,2078,0.44324
2,2078,0.293325
10,2078,0.732953
100,2078,1.00615
1,2079,0.617073
2,2079,0.53124
10,2079,1.30503
100,2079,1.23996
1,2080,1.18009
2,2080,0.681424
10,2080,0.473869
100,2080,1.02221
1,2081,1.23011
2,2081,1.2897
10,2081,0.857304
100,2081,1.0615
1,2082,1.14366
2,2082,0.815116
10,2082,0.91047
100,2082,1.05501
1,2083,1.24193
2,2083,0.723062
10,2083,1.03902
100,2083,1.03698
1,2084,0.374977
2,2084,0.558034
10,2084,1.16031
100,2084,0.840522
1,2085,0.0870251
2,2085,0.315741
10,2085,1.19848
100,2085,0.939628
1,2086,0.110604
2,2086,0.116427
10,2086,0.740892
100,2086,0.89162
1,2087,0.16628
2,2087,1.07528
10,2087,0.860634
100,2087,0.914986
1,2088,0.341793
2,2088,0.39725
10,2088,1.43717
100,2088,1.04277
1,2089,2.2751
2,2089,1.9372
10,2089,1.52723
100,2089,0.9529
1,2090,1.3498
2,2090,1.7491
10,2090,1.2038
100,2090,0.914536
1,2091,0.119793
2,2091,1.37216
10,2091,0.753655
100,2091,0.937909
1,2092,1.02983
2,2092,0.693735
10,2092,1.04146
100,2092,1.01637
1,2093,1.79748
2,2093,1.06531
10,2093,1.64221
100,2093,1.11999
1,2094,2.33791
2,2094,1.82788
10,2094,0.822184
100,2094,0.940248
1,2095,4.58172
2,2095,2.64756
10,2095,2.00524
100,2095,1.12125
1,2096,0.365527
2,2096,0.248363
10,2096,0.65315
100,2096,0.913808
1,2097,0.359569
2,2097,0.540381
10,2097,0.92429
100,2097,0.922788
1,2098,0.523362
2,2098,0.563973
10,2098,0.850899
100,2098,1.08783
1,2099,0.562484
2,2099,0.606886
10,2099,0.676849
100,2099,0.971898
1,2100,0.191992
2,2100,0.94383
10,2100,1.08012
100,2100,0.994942
1,2101,0.437349
2,2101,0.362118
10,2101,1.10058
100,2101,0.927388
1,2102,0.456314
2,2102,0.448487
10,2102,0.772395
100,2102,0.925858
1,2103,0.00141671
2,2103,0.0438993
10,2103,1.40699
100,2103,1.22689
1,2104,1.06436
2,2104,0.574059
10,2104,1.32554
100,2104,1.00351
1,2105,0.122146
2,2105,0.784393
10,2105,0.716424
100,2105,0.851933
1,2106,0.677039
2,2106,0.720149
10,2106,0.782732
100,2106,0.858494
1,2107,0.454395
2,2107,0.277269
10,2107,1.22038
100,2107,0.845738
1,2108,1.25094
2,2108,0.836521
10,2108,1.12058
100,2108,0.994131
1,2109,1.2114
2,2109,1.28182
10,2109,1.38823
100,2109,0.889688
1,2110,2.23012
2,2110,1.61466
10,2110,0.999081
100,2110,0.843977
1,2111,3.02973
2,2111,1.81846
10,2111,1.02059
100,2111,1.08421
1,2112,0.555261
2,2112,0.446718
10,2112,1.12106
100,2112,0.926885
1,2113,1.05505
2,2113,1.06857
10,2113,0.973483
100,2113,0.971961
1,2114,0.465838
2,2114,0.294484
10,2114,0.516618
100,2114,0.848241
1,2115,0.143161
2,2115,0.335136
10,2115,0.46974
100,2115,0.961596
1,2116,0.0251446
2,2116,0.970162
10,2116,1.23841
100,2116,0.927858
1,2117,1.84084
2,2117,1.51896
10,2117,1.23046
100,2117,1.11248
1,2118,0.261744
2,2118,0.150695
10,2118,0.543073
100,2118,0.966675
1,2119,2.29116
2,2119,1.23136
10,2119,0.691312
100,2119,1.09106
1,2120,0.596526
2,2120,1.03273
10,2120,0.880927
100,2120,1.10203
1,2121,2.45008
2,2121,1.28371
10,2121,1.23779
100,2121,1.07586
1,2122,0.816918
2,2122,0.593121
10,2122,0.975907
100,2122,0.850839
1,2123,0.0268761
2,2123,2.39001
10,2123,1.11101
100,2123,0.923526
1,2124,0.500734
2,2124,0.66986
10,2124,0.607222
100,2124,1.15852
1,2125,0.224841
2,2125,0.185476
10,2125,0.777644
100,2125,1.07124
1,2126,0.041152
2,2126,0.325073
10,2126,0.799513
100,2126,1.01204
1,2127,1.4212
2,2127,2.11356
10,2127,1.26271
100,2127,1.04006
1,2128,1.94703
2,2128,1.02347
10,2128,0.790588
100,2128,1.02101
1,2129,0.16221
2,2129,0.32026
10,2129,0.539625
100,2129,0.945339
1,2130,0.290052
2,2130,1.30325
10,2130,1.43212
100,2130,1.15243
1,2131,3.67992
2,2131,3.04264
10,2131,1.16719
100,2131,1.00193
1,2132,0.211838
2,2132,0.490173
10,2132,0.498614
100,2132,0.8815
1,2133,0.276185
2,2133,0.761647
10,2133,1.00382
100,2133,0.913399
1,2134,0.611668
2,2134,0.947565
10,2134,0.804972
100,2134,1.02734
1,2135,2.0119
2,2135,1.20701
10,2135,0.616486
100,2135,0.948929
1,2136,1.04386
2,2136,1.85309
10,2136,0.816528
100,2136,0.947025
1,2137,0.543704
2,2137,0.808253
10,2137,1.18741
100,2137,0.829336
1,2138,2.42212
2,2138,2.50176
10,2138,1.15319
100,2138,1.06691
1,2139,0.115876
2,2139,0.233903
10,2139,0.777287
100,2139,0.968231
1,2140,0.565729
2,2140,0.38648
10,2140,0.818788
100,2140,1.10023
1,2141,0.0119605
2,2141,0.176096
10,2141,1.28443
100,2141,0.888717
1,2142,1.06129
2,2142,0.643499
10,2142,1.06906
