N,extraction,value
2,2641,0.233276
10,2641,0.527675
100,2641,0.537568
1,2642,0.375008
2,2642,0.664517
10,2642,0.474747
100,2642,0.469941
1,2643,0.775123
2,2643,0.608705
10,2643,0.587631
100,2643,0.529957
1,2644,0.628596
2,2644,0.624352
10,2644,0.342653
100,2644,0.499623
1,2645,0.315494
2,2645,0.529016
10,2645,0.447451
100,2645,0.471966
1,2646,0.94086
2,2646,0.77137
10,2646,0.46966
100,2646,0.478954
1,2647,0.172676
2,2647,0.521398
10,2647,0.422797
100,2647,0.508563
1,2648,0.91026
2,2648,0.580309
10,2648,0.510904
100,2648,0.507575
1,2649,0.697188
2,2649,0.711705
10,2649,0.533527
100,2649,0.496645
1,2650,0.29277
2,2650,0.495578
10,2650,0.552576
100,2650,0.494215
1,2651,0.316165
2,2651,0.306701
10,2651,0.522645
100,2651,0.515833
1,2652,0.377189
2,2652,0.518964
10,2652,0.486344
100,2652,0.495444
1,2653,0.607881
2,2653,0.537232
10,2653,0.436203
100,2653,0.435201
1,2654,0.00888234
2,2654,0.258276
10,2654,0.244723
100,2654,0.450381
1,2655,0.52471
2,2655,0.562343
10,2655,0.564128
100,2655,0.495946
1,2656,0.26196
2,2656,0.436931
10,2656,0.397373
100,2656,0.471328
1,2657,0.764528
2,2657,0.834326
10,2657,0.541995
100,2657,0.539992
1,2658,0.759895
2,2658,0.864469
10,2658,0.608336
100,2658,0.540342
1,2659,0.290547
2,2659,0.424711
10,2659,0.513734
100,2659,0.494535
1,2660,0.644582
2,2660,0.368018
10,2660,0.354216
100,2660,0.501754
1,2661,0.999588
2,2661,0.811193
10,2661,0.355276
100,2661,0.472524
1,2662,0.193824
2,2662,0.184679
10,2662,0.503289
100,2662,0.550611
1,2663,0.538796
2,2663,0.625492
10,2663,0.559132
100,2663,0.539079
1,2664,0.0872683
2,2664,0.314867
10,2664,0.555559
100,2664,0.477069
1,2665,0.270786
2,2665,0.362159
10,2665,0.479917
100,2665,0.513848
1,2666,0.320769
2,2666,0.336578
10,2666,0.543741
100,2666,0.556715
1,2667,0.38723
2,2667,0.548311
10,2667,0.540806
100,2667,0.529298
1,2668,0.769196
2,2668,0.680595
10,2668,0.595192
100,2668,0.50683
1,2669,0.170881
2,2669,0.374309
10,2669,0.400928
100,2669,0.474947
1,2670,0.397677
2,2670,0.366636
10,2670,0.454773
100,2670,0.488588
1,2671,0.406034
2,2671,0.285372
10,2671,0.3837
100,2671,0.527536
1,2672,0.121276
2,2672,0.200434
10,2672,0.368649
100,2672,0.495194
1,2673,0.937427
2,2673,0.534129
10,2673,0.466098
100,2673,0.537127
1,2674,0.313111
2,2674,0.431758
10,2674,0.529031
100,2674,0.535958
1,2675,0.377575
2,2675,0.194103
10,2675,0.428859
100,2675,0.499157
1,2676,0.960914
2,2676,0.873371
10,2676,0.579849
100,2676,0.506309
1,2677,0.962546
2,2677,0.634145
10,2677,0.567635
100,2677,0.482408
1,2678,0.472015
2,2678,0.480924
10,2678,0.583368
100,2678,0.503741
1,2679,0.556168
2,2679,0.453791
10,2679,0.465067
100,2679,0.502934
1,2680,0.126781
2,2680,0.39379
10,2680,0.447737
100,2680,0.469705
1,2681,0.802686
2,2681,0.879567
10,2681,0.62381
100,2681,0.483912
1,2682,0.180477
2,2682,0.436833
10,2682,0.31548
100,2682,0.48743
1,2683,0.42784
2,2683,0.622225
10,2683,0.460489
100,2683,0.49144
1,2684,0.613576
2,2684,0.583113
10,2684,0.612922
100,2684,0.515686
1,2685,0.688393
2,2685,0.694923
10,2685,0.460593
100,2685,0.516261
1,2686,0.530499
2,2686,0.377537
10,2686,0.460551
100,2686,0.538484
1,2687,0.970093
2,2687,0.692336
10,2687,0.69431
100,2687,0.501438
1,2688,0.206794
2,2688,0.321438
10,2688,0.644322
100,2688,0.510716
1,2689,0.534071
2,2689,0.530708
10,2689,0.393295
100,2689,0.455957
1,2690,0.784757
2,2690,0.718092
10,2690,0.547891
100,2690,0.509723
1,2691,0.411677
2,2691,0.64884
10,2691,0.588379
100,2691,0.494272
1,2692,0.617486
2,2692,0.479182
10,2692,0.545799
100,2692,0.472814
1,2693,0.447754
2,2693,0.670018
10,2693,0.608212
100,2693,0.461783
1,2694,0.261373
2,2694,0.392187
10,2694,0.557578
100,2694,0.460713
1,2695,0.492349
2,2695,0.524875
10,2695,0.438847
100,2695,0.476258
1,2696,0.117034
2,2696,0.34872
10,2696,0.562806
100,2696,0.446944
1,2697,0.740864
2,2697,0.535194
10,2697,0.54426
100,2697,0.525187
1,2698,0.718676
2,2698,0.533794
10,2698,0.477097
100,2698,0.463161
1,2699,0.222641
2,2699,0.458644
10,2699,0.447808
100,2699,0.489074
1,2700,0.671906
2,2700,0.57603
10,2700,0.589023
100,2700,0.530405
1,2701,0.437984
2,2701,0.494461
10,2701,0.574622
100,2701,0.540673
1,2702,0.239968
2,2702,0.158803
10,2702,0.557983
100,2702,0.506306
1,2703,0.143624
2,2703,0.250056
10,2703,0.454941
100,2703,0.490151
1,2704,0.57843
2,2704,0.592325
10,2704,0.473
100,2704,0.50822
1,2705,0.286618
2,2705,0.16857
10,2705,0.488382
100,2705,0.496197
1,2706,0.618293
2,2706,0.346665
10,2706,0.572461
100,2706,0.512304
1,2707,0.0866791
2,2707,0.417363
10,2707,0.469148
100,2707,0.473063
1,2708,0.597556
2,2708,0.545704
10,2708,0.624795
100,2708,0.528529
1,2709,0.266959
2,2709,0.237438
10,2709,0.372171
100,2709,0.53355
1,2710,0.241199
2,2710,0.422032
10,2710,0.470084
100,2710,0.481626
1,2711,0.433255
2,2711,0.253807
10,2711,0.500197
100,2711,0.547919
1,2712,0.589621
2,2712,0.732783
10,2712,0.522617
100,2712,0.487979
1,2713,0.601657
2,2713,0.746789
10,2713,0.491804
100,2713,0.468754
1,2714,0.475505
2,2714,0.636398
10,2714,0.634377
100,2714,0.488444
1,2715,0.87464
2,2715,0.884253
10,2715,0.490362
100,2715,0.551752
1,2716,0.649119
2,2716,0.530342
10,2716,0.519467
100,2716,0.467114
1,2717,0.26558
2,2717,0.414792
10,2717,0.473924
100,2717,0.472452
1,2718,0.552065
2,2718,0.34974
10,2718,0.539476
100,2718,0.486021
1,2719,0.671724
2,2719,0.821837
10,2719,0.646063
100,2719,0.51891
1,2720,0.739458
2,2720,0.826964
10,2720,0.449777
100,2720,0.465767
1,2721,0.995582
2,2721,0.938707
10,2721,0.487639
100,2721,0.480297
1,2722,0.95054
2,2722,0.712156
10,2722,0.606769
100,2722,0.512105
1,2723,0.414767
2,2723,0.5246
10,2723,0.669507
100,2723,0.471448
1,2724,0.827736
2,2724,0.454676
10,2724,0.33605
100,2724,0.498448
1,2725,0.800268
2,2725,0.80152
10,2725,0.526164
100,2725,0.493342
1,2726,0.284152
2,2726,0.345508
10,2726,0.461536
100,2726,0.524319
1,2727,0.283162
2,2727,0.452135
10,2727,0.390329
100,2727,0.459517
1,2728,0.519499
2,2728,0.620587
10,2728,0.595505
100,2728,0.549737
1,2729,0.969761
2,2729,0.578586
10,2729,0.488465
100,2729,0.468433
1,2730,0.684463
2,2730,0.525066
10,2730,0.589591
100,2730,0.525547
1,2731,0.805202
2,2731,0.622222
10,2731,0.397233
100,2731,0.461756
1,2732,0.19351
2,2732,0.33853
10,2732,0.44671
100,2732,0.519675
1,2733,0.585467
2,2733,0.744273
10,2733,0.660892
100,2733,0.528599
1,2734,0.68613
2,2734,0.361139
10,2734,0.393921
100,2734,0.549333
1,2735,0.117847
2,2735,0.167471
10,2735,0.469629
100,2735,0.495681
1,2736,0.636514
2,2736,0.360707
10,2736,0.51623
100,2736,0.489152
1,2737,0.529839
2,2737,0.478595
10,2737,0.398829
100,2737,0.503442
1,2738,0.611675
2,2738,0.480726
10,2738,0.751328
100,2738,0.505262
1,2739,0.726485
2,2739,0.391963
10,2739,0.409281
100,2739,0.478077
1,2740,0.178002
2,2740,0.109322
10,2740,0.445265
100,2740,0.5153
1,2741,0.996145
2,2741,0.973859
10,2741,0.408326
100,2741,0.449527
1,2742,0.456252
2,2742,0.70915
10,2742,0.469068
100,2742,0.52436
1,2743,0.764705
2,2743,0.827893
10,2743,0.471939
100,2743,0.475388
1,2744,0.324981
2,2744,0.608226
10,2744,0.596289
100,2744,0.566882
1,2745,0.498231
2,2745,0.741304
10,2745,0.627747
100,2745,0.480774
1,2746,0.27241
2,2746,0.251701
10,2746,0.541494
100,2746,0.534476
1,2747,0.754053
2,2747,0.792203
10,2747,0.598987
100,2747,0.544107
1,2748,0.896734
2,2748,0.91456
10,2748,0.559692
100,2748,0.519684
1,2749,0.38029
2,2749,0.417741
10,2749,0.509403
100,2749,0.508848
1,2750,0.0548599
2,2750,0.375276
10,2750,0.306695
100,2750,0.485679
1,2751,0.863808
2,2751,0.443231
10,2751,0.349078
100,2751,0.471168
1,2752,0.65959
2,2752,0.550389
10,2752,0.560422
100,2752,0.491905
1,2753,0.826625
2,2753,0.572194
10,2753,0.601201
100,2753,0.523551
1,2754,0.125239
2,2754,0.0900227
10,2754,0.403136
100,2754,0.435647
1,2755,0.67074
2,2755,0.337348
10,2755,0.329778
100,2755,0.524337
1,2756,0.461687
2,2756,0.434348
10,2756,0.464622
100,2756,0.499548
1,2757,0.371415
2,2757,0.512538
10,2757,0.528277
100,2757,0.493208
1,2758,0.0168773
2,2758,0.330973
10,2758,0.526299
100,2758,0.465055
1,2759,0.418878
2,2759,0.485596
10,2759,0.429207
100,2759,0.4826
1,2760,0.86774
2,2760,0.813281
10,2760,0.486274
100,2760,0.471809
1,2761,0.908481
2,2761,0.592145
10,2761,0.474642
100,2761,0.495064
1,2762,0.859565
2,2762,0.639692
10,2762,0.585327
100,2762,0.512968
1,2763,0.779278
2,2763,0.410335
10,2763,0.347676
100,2763,0.466556
1,2764,0.293803
2,2764,0.193881
10,2764,0.393839
100,2764,0.47647
1,2765,0.201053
2,2765,0.516522
10,2765,0.464819
100,2765,0.50567
1,2766,0.264314
2,2766,0.345912
10,2766,0.559659
100,2766,0.502233
1,2767,0.109783
2,2767,0.201878
10,2767,0.329331
100,2767,0.518807
1,2768,0.64204
2,2768,0.774331
10,2768,0.416897
100,2768,0.465289
1,2769,0.891533
2,2769,0.649948
10,2769,0.445488
100,2769,0.471277
1,2770,0.708128
2,2770,0.749177
10,2770,0.555674
100,2770,0.544865
1,2771,0.214795
2,2771,0.575134
10,2771,0.493793
100,2771,0.494348
1,2772,0.435484
2,2772,0.375946
10,2772,0.352787
100,2772,0.449389
1,2773,0.0112618
2,2773,0.322122
10,2773,0.46712
100,2773,0.538222
1,2774,0.418765
2,2774,0.300483
10,2774,0.463332
100,2774,0.537443
1,2775,0.605037
2,2775,0.426247
10,2775,0.467797
100,2775,0.510958
1,2776,0.452809
2,2776,0.374812
10,2776,0.673248
100,2776,0.52465
1,2777,0.990286
2,2777,0.634796
10,2777,0.565625
100,2777,0.533324
1,2778,0.759504
2,2778,0.783914
10,2778,0.512812
100,2778,0.456497
1,2779,0.257319
2,2779,0.389241
10,2779,0.416835
100,2779,0.489592
1,2780,0.863091
2,2780,0.633426
10,2780,0.531061
100,2780,0.467099
1,2781,0.16712
2,2781,0.268422
10,2781,0.443986
100,2781,0.47427
1,2782,0.11391
2,2782,0.498291
10,2782,0.431157
100,2782,0.483899
1,2783,0.874304
2,2783,0.892655
10,2783,0.576795
100,2783,0.514768
1,2784,0.860576
2,2784,0.432339
10,2784,0.466688
100,2784,0.528303
1,2785,0.798517
2,2785,0.788788
10,2785,0.553907
100,2785,0.510009
1,2786,0.270601
2,2786,0.438806
10,2786,0.598909
100,2786,0.492256
1,2787,0.644274
2,2787,0.716186
10,2787,0.585602
100,2787,0.484964
1,2788,0.799445
2,2788,0.401794
10,2788,0.314914
100,2788,0.540755
1,2789,0.56923
2,2789,0.453661
10,2789,0.577444
100,2789,0.481141
1,2790,0.308013
2,2790,0.478663
10,2790,0.506753
100,2790,0.510298
1,2791,0.500894
2,2791,0.547332
10,2791,0.514858
100,2791,0.453
1,2792,0.82858
2,2792,0.453368
10,2792,0.311485
100,2792,0.473269
1,2793,0.601778
2,2793,0.519428
10,2793,0.508655
100,2793,0.500308
1,2794,0.979164
2,2794,0.550724
10,2794,0.41216
100,2794,0.518269
1,2795,0.882981
2,2795,0.538027
10,2795,0.501485
100,2795,0.526435
1,2796,0.0263283
2,2796,0.211615
10,2796,0.499752
100,2796,0.506369
1,2797,0.966215
2,2797,0.547734
10,2797,0.435235
100,2797,0.522584
1,2798,0.596424
2,2798,0.329142
10,2798,0.49602
100,2798,0.503319
1,2799,0.994265
2,2799,0.861289
10,2799,0.479361
100,2799,0.537958
1,2800,0.0352699
2,2800,0.445701
10,2800,0.437309
100,2800,0.477678
1,2801,0.689891
2,2801,0.712126
10,2801,0.520159
100,2801,0.515868
1,2802,0.416273
2,2802,0.411008
10,2802,0.519291
100,2802,0.494894
1,2803,0.563159
2,2803,0.767854
10,2803,0.610968
100,2803,0.525774
1,2804,0.196982
2,2804,0.50105
10,2804,0.602637
100,2804,0.527312
1,2805,0.267221
2,2805,0.60469
10,2805,0.583321
100,2805,0.54127
1,2806,0.524077
2,2806,0.497987
10,2806,0.479636
100,2806,0.540127
1,2807,0.102522
2,2807,0.142819
10,2807,0.419023
100,2807,0.463998
1,2808,0.186805
2,2808,0.230981
10,2808,0.40174
100,2808,0.483268
1,2809,0.669451
2,2809,0.542696
10,2809,0.583176
100,2809,0.493506
1,2810,0.218843
2,2810,0.577964
10,2810,0.468061
100,2810,0.459226
1,2811,0.669426
2,2811,0.562285
10,2811,0.318129
100,2811,0.523043
1,2812,0.148607
2,2812,0.42835
10,2812,0.574789
100,2812,0.526814
1,2813,0.854419
2,2813,0.875235
10,2813,0.59838
100,2813,0.561288
1,2814,0.897992
2,2814,0.606678
10,2814,0.625561
100,2814,0.490868
1,2815,0.124918
2,2815,0.349994
10,2815,0.346405
100,2815,0.490016
1,2816,0.329553
2,2816,0.257193
10,2816,0.50276
100,2816,0.517883
1,2817,0.776326
2,2817,0.78986
10,2817,0.50943
100,2817,0.457711
1,2818,0.442122
2,2818,0.689367
10,2818,0.499756
100,2818,0.527589
1,2819,0.893794
2,2819,0.633971
10,2819,0.597137
100,2819,0.489103
1,2820,0.214865
2,2820,0.18436
10,2820,0.314079
100,2820,0.500461
1,2821,0.895499
2,2821,0.619228
10,2821,0.580308
100,2821,0.530649
1,2822,0.0997736
2,2822,0.26241
10,2822,0.501535
100,2822,0.521173
1,2823,0.224354
2,2823,0.403165
10,2823,0.550411
100,2823,0.501959
1,2824,0.162594
2,2824,0.411165
10,2824,0.491257
100,2824,0.467979
1,2825,0.188156
2,2825,0.147742
10,2825,0.440116
100,2825,0.493142
1,2826,0.872195
2,2826,0.774961
10,2826,0.461694
100,2826,0.438043
1,2827,0.948175
2,2827,0.56409
10,2827,0.604756
100,2827,0.528106
1,2828,0.538378
2,2828,0.305018
10,2828,0.377535
100,2828,0.488701
1,2829,0.656175
2,2829,0.418186
10,2829,0.56472
100,2829,0.533787
1,2830,0.398111
2,2830,0.370596
10,2830,0.587578
100,2830,0.494655
1,2831,0.739876
2,2831,0.497465
10,2831,0.508786
100,2831,0.525317
1,2832,0.350215
2,2832,0.331071
10,2832,0.483524
100,2832,0.491118
1,2833,0.336854
2,2833,0.538373
10,2833,0.458392
100,2833,0.51713
1,2834,0.338482
2,2834,0.568954
10,2834,0.619722
100,2834,0.532883
1,2835,0.876879
2,2835,0.614854
10,2835,0.39284
100,2835,0.480006
1,2836,0.383226
2,2836,0.483854
10,2836,0.493842
100,2836,0.469337
1,2837,0.812683
2,2837,0.487779
10,2837,0.535447
100,2837,0.534054
1,2838,0.261278
2,2838,0.44737
10,2838,0.488491
100,2838,0.505412
1,2839,0.49918
2,2839,0.415307
10,2839,0.600622
100,2839,0.447626
1,2840,0.834417
2,2840,0.718922
10,2840,0.47376
100,2840,0.518471
1,2841,0.221105
2,2841,0.424188
10,2841,0.401887
100,2841,0.472174
1,2842,0.026237
2,2842,0.322525
10,2842,0.470719
100,2842,0.471133
1,2843,0.369111
2,2843,0.542002
10,2843,0.520839
100,2843,0.553049
1,2844,0.447451
2,2844,0.384491
10,2844,0.475838
100,2844,0.480032
1,2845,0.764283
2,2845,0.490333
10,2845,0.437039
100,2845,0.496224
1,2846,0.669635
2,2846,0.43208
10,2846,0.446354
100,2846,0.500525
1,2847,0.131108
2,2847,0.338884
10,2847,0.418849
100,2847,0.490968
1,2848,0.147408
2,2848,0.153078
10,2848,0.346569
100,2848,0.537319
1,2849,0.718867
2,2849,0.62053
10,2849,0.475198
100,2849,0.538448
1,2850,0.789049
2,2850,0.61632
10,2850,0.655094
100,2850,0.531053
1,2851,0.0714755
2,2851,0.407305
10,2851,0.468293
100,2851,0.506278
1,2852,0.175554
2,2852,0.453145
10,2852,0.533018
100,2852,0.490808
1,2853,0.945756
2,2853,0.847329
10,2853,0.487264
100,2853,0.508993
1,2854,0.428125
2,2854,0.499793
10,2854,0.353029
100,2854,0.462556
1,2855,0.378151
2,2855,0.662669
10,2855,0.482743
100,2855,0.524472
1,2856,0.724105
2,2856,0.400737
10,2856,0.589461
100,2856,0.493548
1,2857,0.899869
2,2857,0.608145
10,2857,0.462387
100,2857,0.546295
1,2858,0.461342
2,2858,0.672952
10,2858,0.569284
100,2858,0.472638
1,2859,0.900474
2,2859,0.891065
10,2859,0.447336
100,2859,0.512031
1,2860,0.0709953
2,2860,0.231124
10,2860,0.48403
100,2860,0.486545
1,2861,0.139906
2,2861,0.551904
10,2861,0.489606
100,2861,0.537475
1,2862,0.478778
2,2862,0.373795
10,2862,0.462656
100,2862,0.412055
1,2863,0.408946
2,2863,0.305916
10,2863,0.350421
100,2863,0.456813
1,2864,0.214639
2,2864,0.230442
10,2864,0.605349
100,2864,0.524156
1,2865,0.338115
2,2865,0.345684
10,2865,0.539487
100,2865,0.518727
1,2866,0.170876
2,2866,0.169503
10,2866,0.378259
100,2866,0.500112
1,2867,0.355004
2,2867,0.604612
10,2867,0.415195
100,2867,0.508444
1,2868,0.00869713
2,2868,0.167331
10,2868,0.269178
100,2868,0.499479
1,2869,0.790058
2,2869,0.481351
10,2869,0.445768
100,2869,0.505709
1,2870,0.213208
2,2870,0.138087
10,2870,0.304158
100,2870,0.520051
1,2871,0.130779
2,2871,0.525158
10,2871,0.531344
100,2871,0.53871
1,2872,0.796846
2,2872,0.724578
10,2872,0.525053
100,2872,0.499746
1,2873,0.424378
2,2873,0.582204
10,2873,0.586996
100,2873,0.483931
1,2874,0.651245
2,2874,0.550022
10,2874,0.528017
100,2874,0.484438
1,2875,0.828864
2,2875,0.902809
10,2875,0.686688
100,2875,0.551946
1,2876,0.54754
2,2876,0.430758
10,2876,0.562924
100,2876,0.551709
1,2877,0.312562
2,2877,0.209616
10,2877,0.368171
100,2877,0.459151
1,2878,0.785115
2,2878,0.549891
10,2878,0.493736
100,2878,0.470558
1,2879,0.502081
2,2879,0.726711
10,2879,0.498816
100,2879,0.445429
1,2880,0.488777
2,2880,0.591873
10,2880,0.519799
100,2880,0.507033
1,2881,0.678707
2,2881,0.669669
10,2881,0.502383
100,2881,0.507761
1,2882,0.554377
2,2882,0.338026
10,2882,0.458089
100,2882,0.425806
1,2883,0.923245
2,2883,0.696545
10,2883,0.646729
100,2883,0.529765
1,2884,0.242865
2,2884,0.222994
10,2884,0.486382
100,2884,0.537688
1,2885,0.409288
2,2885,0.319801
10,2885,0.392454
100,2885,0.47718
1,2886,0.422782
2,2886,0.352145
10,2886,0.347372
100,2886,0.463075
1,2887,0.844932
2,2887,0.779167
10,2887,0.602482
100,2887,0.519282
1,2888,0.461189
2,2888,0.479899
10,2888,0.513717
100,2888,0.531338
1,2889,0.0629216
2,2889,0.375445
10,2889,0.612581
100,2889,0.516243
1,2890,0.763038
2,2890,0.448998
10,2890,0.414034
100,2890,0.496146
1,2891,0.75924
2,2891,0.765245
10,2891,0.562822
100,2891,0.472422
1,2892,0.958974
2,2892,0.590717
10,2892,0.519823
100,2892,0.49673
1,2893,0.380131
2,2893,0.216665
10,2893,0.289973
100,2893,0.525595
1,2894,0.741578
2,2894,0.586005
10,2894,0.593328
100,2894,0.545082
1,2895,0.15756
2,2895,0.325903
10,2895,0.480831
100,2895,0.522127
1,2896,0.350051
2,2896,0.287568
10,2896,0.496342
100,2896,0.52909
1,2897,0.293114
2,2897,0.194805
10,2897,0.486494
100,2897,0.478076
1,2898,0.703326
2,2898,0.502893
10,2898,0.459943
100,2898,0.461616
1,2899,0.290337
2,2899,0.56936
10,2899,0.597565
100,2899,0.466236
1,2900,0.181626
2,2900,0.238201
10,2900,0.415172
100,2900,0.465507
1,2901,0.435506
2,2901,0.439121
10,2901,0.480302
100,2901,0.489117
1,2902,0.056458
2,2902,0.403344
10,2902,0.384648
100,2902,0.464543
1,2903,0.42684
2,2903,0.597572
10,2903,0.573695
100,2903,0.517868
1,2904,0.569041
2,2904,0.477638
10,2904,0.435115
100,2904,0.500328
1,2905,0.152148
2,2905,0.163428
10,2905,0.447491
100,2905,0.507128
1,2906,0.657174
2,2906,0.63663
10,2906,0.490934
100,2906,0.55511
1,2907,0.614922
2,2907,0.562872
10,2907,0.421148
100,2907,0.475821
1,2908,0.330543
2,2908,0.339811
10,2908,0.50851
100,2908,0.470548
1,2909,0.00885194
2,2909,0.472736
10,2909,0.443732
100,2909,0.493888
1,2910,0.69446
2,2910,0.379255
10,2910,0.511654
100,2910,0.512407
1,2911,0.940793
2,2911,0.72461
10,2911,0.634748
100,2911,0.474955
1,2912,0.622048
2,2912,0.389207
10,2912,0.587882
100,2912,0.481199
1,2913,0.802163
2,2913,0.669896
10,2913,0.585911
100,2913,0.484938
1,2914,0.0748534
2,2914,0.316597
10,2914,0.34566
100,2914,0.568756
1,2915,0.288779
2,2915,0.505795
10,2915,0.423855
100,2915,0.466587
1,2916,0.0719061
2,2916,0.352504
10,2916,0.432574
100,2916,0.470742
1,2917,0.0691297
2,2917,0.062235
10,2917,0.433773
100,2917,0.489969
1,2918,0.307209
2,2918,0.324547
10,2918,0.514449
100,2918,0.515104
1,2919,0.60109
2,2919,0.549733
10,2919,0.644007
100,2919,0.498882
1,2920,0.41567
2,2920,0.550217
10,2920,0.415395
100,2920,0.516458
1,2921,0.0970671
2,2921,0.268199
10,2921,0.371561
100,2921,0.513215
1,2922,0.887466
2,2922,0.65115
10,2922,0.5188
100,2922,0.516413
1,2923,0.637588
2,2923,0.776672
10,2923,0.728561
100,2923,0.55724
1,2924,0.630856
2,2924,0.328332
10,2924,0.529255
100,2924,0.449836
1,2925,0.433323
2,2925,0.523996
10,2925,0.489653
100,2925,0.523843
1,2926,0.183413
2,2926,0.098246
10,2926,0.495417
100,2926,0.487049
1,2927,0.235548
2,2927,0.440437
10,2927,0.620332
100,2927,0.544691
1,2928,0.571714
2,2928,0.489953
10,2928,0.49381
100,2928,0.461968
1,2929,0.895043
2,2929,0.490231
10,2929,0.366212
100,2929,0.496341
1,2930,0.819452
2,2930,0.703112
10,2930,0.573567
100,2930,0.536175
1,2931,0.0694279
2,2931,0.185076
10,2931,0.503236
100,2931,0.522282
1,2932,0.103993
2,2932,0.226938
10,2932,0.4621
100,2932,0.478935
1,2933,0.0789373
2,2933,0.0585529
10,2933,0.448817
100,2933,0.490914
1,2934,0.561367
2,2934,0.420098
10,2934,0.331722
100,2934,0.493141
1,2935,0.910631
2,2935,0.601496
10,2935,0.433926
100,2935,0.49947
1,2936,0.739701
2,2936,0.551542
10,2936,0.52719
100,2936,0.487202
1,2937,0.371045
2,2937,0.658291
10,2937,0.536108
100,2937,0.513869
1,2938,0.701085
2,2938,0.802274
10,2938,0.5542
100,2938,0.542871
1,2939,0.387275
2,2939,0.28411
10,2939,0.57344
100,2939,0.444511
1,2940,0.771878
2,2940,0.728058
10,2940,0.528811
100,2940,0.539003
1,2941,0.456501
2,2941,0.563096
10,2941,0.459427
100,2941,0.478008
1,2942,0.941448
2,2942,0.683066
10,2942,0.487807
100,2942,0.581259
1,2943,0.243952
2,2943,0.387469
10,2943,0.618835
100,2943,0.534851
1,2944,0.909357
2,2944,0.704456
10,2944,0.560001
100,2944,0.527739
1,2945,0.329301
2,2945,0.197582
10,2945,0.364458
100,2945,0.50302
1,2946,0.780974
2,2946,0.857896
10,2946,0.498473
100,2946,0.480559
1,2947,0.101502
2,2947,0.182909
10,2947,0.434829
100,2947,0.50752
1,2948,0.411532
2,2948,0.544022
10,2948,0.473745
100,2948,0.503362
1,2949,0.802066
2,2949,0.443969
10,2949,0.592865
100,2949,0.505869
1,2950,0.398622
2,2950,0.265829
10,2950,0.427897
100,2950,0.49477
1,2951,0.716771
2,2951,0.615191
10,2951,0.685446
100,2951,0.489515
1,2952,0.723121
2,2952,0.857006
10,2952,0.389616
100,2952,0.517769
1,2953,0.51581
2,2953,0.448716
10,2953,0.463938
100,2953,0.451188
1,2954,0.0385615
2,2954,0.171205
10,2954,0.450186
100,2954,0.485034
1,2955,0.74238
2,2955,0.859137
10,2955,0.46565
100,2955,0.478198
1,2956,0.608935
2,2956,0.732252
10,2956,0.700415
100,2956,0.540192
1,2957,0.449704
2,2957,0.429172
10,2957,0.456228
100,2957,0.461665
1,2958,0.894936
2,2958,0.845287
10,2958,0.728496
100,2958,0.505021
1,2959,0.986493
2,2959,0.876279
10,2959,0.63299
100,2959,0.501685
1,2960,0.788641
2,2960,0.668848
10,2960,0.578812
100,2960,0.532588
1,2961,0.930844
2,2961,0.480207
10,2961,0.589193
100,2961,0.518438
1,2962,0.496628
2,2962,0.747895
10,2962,0.471672
100,2962,0.516324
1,2963,0.172578
2,2963,0.471489
10,2963,0.339241
100,2963,0.529232
1,2964,0.0715285
2,2964,0.507762
10,2964,0.483989
100,2964,0.545032
1,2965,0.144012
2,2965,0.380861
10,2965,0.504833
100,2965,0.441483
1,2966,0.592025
2,2966,0.709055
10,2966,0.79089
100,2966,0.543844
1,2967,0.199174
2,2967,0.34963
10,2967,0.362042
100,2967,0.441633
1,2968,0.991275
2,2968,0.863482
10,2968,0.568274
100,2968,0.501103
1,2969,0.141447
2,2969,0.400976
10,2969,0.449336
100,2969,0.490006
1,2970,0.533786
2,2970,0.610629
10,2970,0.456294
100,2970,0.511188
1,2971,0.89966
2,2971,0.672189
10,2971,0.536537
100,2971,0.501603
1,2972,0.940712
2,2972,0.55566
10,2972,0.483789
100,2972,0.493279
1,2973,0.352608
2,2973,0.607845
10,2973,0.654714
100,2973,0.542832
1,2974,0.163606
2,2974,0.567966
10,2974,0.453643
100,2974,0.466054
1,2975,0.302016
2,2975,0.613922
10,2975,0.387017
100,2975,0.514175
1,2976,0.806591
2,2976,0.540749
10,2976,0.489088
100,2976,0.488327
1,2977,0.593938
2,2977,0.672848
10,2977,0.420447
100,2977,0.508797
1,2978,0.196984
2,2978,0.111537
10,2978,0.440945
100,2978,0.525623
1,2979,0.388591
2,2979,0.419492
10,2979,0.458562
100,2979,0.467087
1,2980,0.104348
2,2980,0.343646
10,2980,0.455795
100,2980,0.47269
1,2981,0.578632
2,2981,0.678091
10,2981,0.395122
100,2981,0.52714
1,2982,0.107985
2,2982,0.368574
10,2982,0.405101
100,2982,0.491949
1,2983,0.355868
2,2983,0.460112
10,2983,0.548676
100,2983,0.491174
1,2984,0.612868
2,2984,0.489332
10,2984,0.575249
100,2984,0.527882
1,2985,0.926404
2,2985,0.923053
10,2985,0.658075
100,2985,0.56789
1,2986,0.514007
2,2986,0.744716
10,2986,0.518546
100,2986,0.517354
1,2987,0.37423
2,2987,0.290184
10,2987,0.538934
100,2987,0.490758
1,2988,0.509255
2,2988,0.434512
10,2988,0.565141
100,2988,0.535877
1,2989,0.673248
2,2989,0.73122
10,2989,0.501028
100,2989,0.492258
1,2990,0.0605486
