N,extraction,value
2,2702,-0.146738
10,2702,1.46107
100,2702,-0.326318
1,2703,39.1238
2,2703,19.2876
10,2703,16.5939
100,2703,2.23829
1,2704,0.341487
2,2704,-0.674643
10,2704,-0.268436
100,2704,15.0611
1,2705,-1.2898
2,2705,-0.275337
10,2705,2.30121
100,2705,0.607561
1,2706,-5.56909
2,2706,-2.81028
10,2706,-0.50415
100,2706,-1.32132
1,2707,2.23052
2,2707,6.32399
10,2707,2.72226
100,2707,-0.210355
1,2708,-1.14855
2,2708,-0.313712
10,2708,-0.537378
100,2708,-0.548567
1,2709,-0.509574
2,2709,0.169569
10,2709,5.11899
100,2709,0.269899
1,2710,2.9453
2,2710,0.37117
10,2710,2.14689
100,2710,-2.13361
1,2711,-1.78665
2,2711,-0.990694
10,2711,-0.729835
100,2711,-0.901789
1,2712,-0.581026
2,2712,-0.772165
10,2712,0.142468
100,2712,3.45782
1,2713,-6.77543
2,2713,-2.85663
10,2713,-8.1851
100,2713,-0.802289
1,2714,-8.38401
2,2714,-11.1997
10,2714,-8.65907
100,2714,-1.4224
1,2715,-4.56706
2,2715,-2.10594
10,2715,-0.118909
100,2715,4.51135
1,2716,3.68336
2,2716,1.39503
10,2716,-0.935083
100,2716,2.24345
1,2717,0.474865
2,2717,-1.17515
10,2717,1.81813
100,2717,-7.19638
1,2718,2.94309
2,2718,0.0261471
10,2718,0.25265
100,2718,0.774007
1,2719,-0.0206452
2,2719,-0.316201
10,2719,43.8705
100,2719,8.28957
1,2720,-249.594
2,2720,-124.402
10,2720,-24.8882
100,2720,-6.7565
1,2721,0.277901
2,2721,1.01456
10,2721,-0.575179
100,2721,-2.50703
1,2722,2.14743
2,2722,0.953258
10,2722,-0.0976838
100,2722,-0.53123
1,2723,11.4071
2,2723,4.2557
10,2723,0.992917
100,2723,0.160116
1,2724,0.585886
2,2724,-0.618186
10,2724,1.29641
100,2724,-5.01753
1,2725,0.32817
2,2725,0.540423
10,2725,1.67376
100,2725,-1.11928
1,2726,0.268975
2,2726,-0.800136
10,2726,1.28977
100,2726,1.43366
1,2727,-4.42733
2,2727,-2.52155
10,2727,-0.75551
100,2727,-1.68054
1,2728,0.263219
2,2728,-4.43537
10,2728,-1.23015
100,2728,0.145773
1,2729,-0.616618
2,2729,-0.105056
10,2729,-0.245138
100,2729,11.6107
1,2730,0.993728
2,2730,-0.306247
10,2730,0.170629
100,2730,-2.62474
1,2731,-0.776547
2,2731,1.09804
10,2731,0.996149
100,2731,0.643701
1,2732,-16.6512
2,2732,-8.43758
10,2732,-2.08274
100,2732,-0.115284
1,2733,-0.0964227
2,2733,0.0518863
10,2733,-0.0814476
100,2733,-0.295568
1,2734,-0.471465
2,2734,-1.46156
10,2734,1.99018
100,2734,0.62177
1,2735,-0.0962174
2,2735,-0.100447
10,2735,-15.3341
100,2735,2.18008
1,2736,-0.319009
2,2736,-0.296656
10,2736,-20.1452
100,2736,-2.02267
1,2737,-0.0654826
2,2737,-18.043
10,2737,-2.3231
100,2737,0.289322
1,2738,0.0436073
2,2738,3.19911
10,2738,2.47529
100,2738,0.901449
1,2739,0.693711
2,2739,-1.34113
10,2739,1.60601
100,2739,3.29974
1,2740,-0.617372
2,2740,0.648685
10,2740,3.55516
100,2740,2.68994
1,2741,0.630193
2,2741,1.67377
10,2741,0.824659
100,2741,-1.14473
1,2742,0.652731
2,2742,30.994
10,2742,7.29415
100,2742,0.748755
1,2743,0.687819
2,2743,0.227491
10,2743,0.32296
100,2743,-2.25654
1,2744,-3.79705
2,2744,-1.5777
10,2744,-1.17813
100,2744,13.1192
1,2745,4.59368
2,2745,-25.2171
10,2745,-4.75074
100,2745,-2.28661
1,2746,-0.0086128
2,2746,0.0497971
10,2746,-0.892301
100,2746,0.820983
1,2747,0.993278
2,2747,0.357503
10,2747,0.221495
100,2747,0.767165
1,2748,0.742049
2,2748,0.989983
10,2748,0.880397
100,2748,-0.6129
1,2749,1.30763
2,2749,10.4029
10,2749,0.641386
100,2749,1.05772
1,2750,-23.1923
2,2750,-10.6298
10,2750,-2.41947
100,2750,2.71127
1,2751,-2.94732
2,2751,-1.53505
10,2751,0.111989
100,2751,-0.641302
1,2752,-0.0766492
2,2752,-0.580378
10,2752,-1.56071
100,2752,0.26537
1,2753,-1.80665
2,2753,-0.557909
10,2753,-8.20452
100,2753,-5.0292
1,2754,0.0203062
2,2754,0.604382
10,2754,1.46976
100,2754,-3.86124
1,2755,2.08525
2,2755,-0.0615889
10,2755,-0.339594
100,2755,1.19423
1,2756,13.9092
2,2756,6.01666
10,2756,1.45394
100,2756,-0.606417
1,2757,-0.194151
2,2757,-0.839225
10,2757,-0.056322
100,2757,0.463262
1,2758,0.94216
2,2758,1.10101
10,2758,0.592181
100,2758,12.2496
1,2759,-0.414873
2,2759,-0.476342
10,2759,-0.420426
100,2759,-1.66768
1,2760,0.341462
2,2760,28.5899
10,2760,4.96807
100,2760,0.159975
1,2761,-1.55496
2,2761,-1.75483
10,2761,-0.58759
100,2761,0.200936
1,2762,1.01412
2,2762,0.542882
10,2762,-7.63967
100,2762,-0.309382
1,2763,-1.47036
2,2763,-10.0338
10,2763,-2.97713
100,2763,-2.65602
1,2764,0.338447
2,2764,-0.0694553
10,2764,0.0347899
100,2764,-0.413429
1,2765,-0.973327
2,2765,0.262467
10,2765,0.40516
100,2765,0.524721
1,2766,-2.34052
2,2766,0.0654442
10,2766,-1.27802
100,2766,-0.54834
1,2767,-0.285058
2,2767,-0.498299
10,2767,-0.552
100,2767,0.376528
1,2768,0.317304
2,2768,-0.170757
10,2768,-0.524353
100,2768,0.194705
1,2769,-0.0508531
2,2769,-0.183842
10,2769,-0.106494
100,2769,-3.66183
1,2770,1.25832
2,2770,0.702995
10,2770,1.13423
100,2770,1.0883
1,2771,0.415096
2,2771,-0.311526
10,2771,-1.21389
100,2771,-0.907688
1,2772,0.384307
2,2772,-0.483725
10,2772,-0.0508354
100,2772,-0.29763
1,2773,1.52974
2,2773,-1.32776
10,2773,1.24012
100,2773,-1.11974
1,2774,-0.990929
2,2774,-2.20539
10,2774,3.28363
100,2774,0.0626206
1,2775,-0.730957
2,2775,4.29013
10,2775,1.24258
100,2775,0.545328
1,2776,0.423328
2,2776,3.06564
10,2776,-10.1534
100,2776,-0.563192
1,2777,9.59664
2,2777,4.54001
10,2777,1.04825
100,2777,0.689197
1,2778,-0.195132
2,2778,-0.104833
10,2778,12.0763
100,2778,4.94308
1,2779,0.668891
2,2779,0.106339
10,2779,-0.0330953
100,2779,1.08126
1,2780,0.197645
2,2780,1.1279
10,2780,0.983208
100,2780,-4.49023
1,2781,0.258988
2,2781,-3.7669
10,2781,-0.056307
100,2781,-0.952922
1,2782,4.48753
2,2782,1.68824
10,2782,-0.970877
100,2782,-0.0559693
1,2783,-1.09051
2,2783,-0.941495
10,2783,-0.231829
100,2783,6.29803
1,2784,1.93153
2,2784,4.52444
10,2784,0.458397
100,2784,14.1188
1,2785,2.53384
2,2785,1.64002
10,2785,0.877978
100,2785,0.738904
1,2786,1.03531
2,2786,1.32193
10,2786,-1.22145
100,2786,1.53821
1,2787,-0.0468561
2,2787,-0.613466
10,2787,-0.506342
100,2787,-0.519839
1,2788,-0.20254
2,2788,0.491102
10,2788,-0.259964
100,2788,0.838406
1,2789,1.62251
2,2789,0.907939
10,2789,0.875546
100,2789,0.128467
1,2790,0.593131
2,2790,1.68899
10,2790,-5.52889
100,2790,0.969648
1,2791,-0.0821683
2,2791,-0.0577099
10,2791,-1.50967
100,2791,0.122828
1,2792,-0.580987
2,2792,0.0229632
10,2792,0.113403
100,2792,-0.346253
1,2793,1.06048
2,2793,3.09881
10,2793,2.87986
100,2793,-18.0388
1,2794,4.93488
2,2794,2.90467
10,2794,0.475338
100,2794,-3.63279
1,2795,0.493492
2,2795,1.94787
10,2795,0.481543
100,2795,0.395114
1,2796,0.410482
2,2796,0.46706
10,2796,2.32887
100,2796,0.367583
1,2797,0.244294
2,2797,-0.534221
10,2797,-1.03402
100,2797,-2.02505
1,2798,0.324398
2,2798,-0.0730372
10,2798,31.0063
100,2798,2.39366
1,2799,-0.985318
2,2799,-37.0282
10,2799,-2.5219
100,2799,0.0539834
1,2800,-29.2031
2,2800,-14.3614
10,2800,-2.09937
100,2800,-8.56438
1,2801,-0.459124
2,2801,-0.866073
10,2801,-1.71063
100,2801,1.34889
1,2802,-0.872559
2,2802,-2.06713
10,2802,-2.66113
100,2802,0.0963473
1,2803,-0.959194
2,2803,-0.163741
10,2803,-0.317183
100,2803,0.972899
1,2804,1.74776
2,2804,0.602223
10,2804,1.71253
100,2804,0.0701141
1,2805,0.188891
2,2805,-0.545131
10,2805,-11.0963
100,2805,-1.25692
1,2806,-0.304117
2,2806,-0.00248149
10,2806,17.8645
100,2806,1.23384
1,2807,0.931404
2,2807,0.312555
10,2807,-0.173015
100,2807,3.7415
1,2808,0.349841
2,2808,0.197016
10,2808,0.469115
100,2808,-0.632512
1,2809,0.365844
2,2809,-0.154488
10,2809,-1.74502
100,2809,1.7004
1,2810,-3.88292
2,2810,-2.06452
10,2810,-0.0362001
100,2810,-3.68237
1,2811,1.3704
2,2811,2.34888
10,2811,-1.52113
100,2811,3.70993
1,2812,-7.78678
2,2812,-3.20049
10,2812,3.34198
100,2812,-3.58376
1,2813,-2.38922
2,2813,-1.3555
10,2813,0.219542
100,2813,-5.03541
1,2814,-0.86161
2,2814,-1.6195
10,2814,2.71579
100,2814,-0.547758
1,2815,8.91462
2,2815,4.19777
10,2815,1.95158
100,2815,-0.428539
1,2816,0.245442
2,2816,-4.87746
10,2816,1.14479
100,2816,-0.354974
1,2817,0.0766488
2,2817,0.182201
10,2817,0.867485
100,2817,-0.0462534
1,2818,0.497763
2,2818,0.831372
10,2818,1.57602
100,2818,0.621163
1,2819,-3.47005
2,2819,-12.7683
10,2819,-3.0355
100,2819,0.691191
1,2820,-0.273432
2,2820,-4.78711
10,2820,-1.03201
100,2820,-0.694177
1,2821,-1.40835
2,2821,-1.77761
10,2821,-0.579051
100,2821,0.677749
1,2822,1.59795
2,2822,-4.84655
10,2822,-0.523319
100,2822,-0.25138
1,2823,1.08496
2,2823,0.549895
10,2823,0.833073
100,2823,-0.585482
1,2824,-7.20459
2,2824,-0.718092
10,2824,-5.68285
100,2824,-0.9725
1,2825,-1.86778
2,2825,0.647551
10,2825,-0.0308773
100,2825,-65.671
1,2826,-1.81554
2,2826,-0.537173
10,2826,-0.539034
100,2826,-1.802
1,2827,-1.26912
2,2827,-0.778078
10,2827,1.21184
100,2827,-0.462413
1,2828,-0.890815
2,2828,-7.48362
10,2828,-1.97045
100,2828,-4.0082
1,2829,-1.41777
2,2829,-1.18141
10,2829,-4.00095
100,2829,-0.92838
1,2830,-7.39888
2,2830,-2.8771
10,2830,-9.02761
100,2830,-1.27027
1,2831,0.760808
2,2831,0.390912
10,2831,-0.860467
100,2831,0.265464
1,2832,0.939595
2,2832,3.84202
10,2832,0.506577
100,2832,0.18021
1,2833,0.117032
2,2833,0.134121
10,2833,-0.56983
100,2833,-0.0385871
1,2834,0.506316
2,2834,-0.445824
10,2834,-0.246295
100,2834,0.56331
1,2835,-0.117742
2,2835,-0.168203
10,2835,0.447036
100,2835,-0.446793
1,2836,23.6742
2,2836,12.1231
10,2836,0.00540098
100,2836,-11.1563
1,2837,34.234
2,2837,-13.7425
10,2837,-2.14766
100,2837,-497.577
1,2838,-1.08424
2,2838,-0.618664
10,2838,0.0180143
100,2838,5.241
1,2839,-6.83173
2,2839,-2.18587
10,2839,-1.52174
100,2839,0.134196
1,2840,5.27354
2,2840,2.87036
10,2840,2.1939
100,2840,0.551623
1,2841,0.347792
2,2841,-0.515797
10,2841,-1.38816
100,2841,-0.391626
1,2842,3.97134
2,2842,2.17696
10,2842,-0.0939649
100,2842,0.976681
1,2843,-0.828528
2,2843,-0.847403
10,2843,-1.82443
100,2843,1.00654
1,2844,10.0441
2,2844,5.42544
10,2844,0.656452
100,2844,4.48122
1,2845,1.68578
2,2845,5.73741
10,2845,1.87848
100,2845,-0.0671124
1,2846,6.81182
2,2846,2.58797
10,2846,-0.581283
100,2846,-0.396431
1,2847,0.488755
2,2847,5.66702
10,2847,48.8883
100,2847,3.99769
1,2848,-0.32002
2,2848,-0.304109
10,2848,0.000240963
100,2848,0.427842
1,2849,-1.90399
2,2849,0.0182414
10,2849,-0.12443
100,2849,0.096722
1,2850,0.00234513
2,2850,0.208268
10,2850,-8.83418
100,2850,-7.42341
1,2851,-1.5078
2,2851,1.54505
10,2851,0.772678
100,2851,0.342886
1,2852,0.200525
2,2852,0.514758
10,2852,0.0796974
100,2852,-0.902246
1,2853,-0.842237
2,2853,-8.00647
10,2853,-4.92847
100,2853,-1.98016
1,2854,4.18204
2,2854,2.15664
10,2854,1.92471
100,2854,-3.23401
1,2855,3.80785
2,2855,3.64621
10,2855,1.11717
100,2855,0.107448
1,2856,-0.730936
2,2856,-0.467189
10,2856,1.13911
100,2856,-6.39167
1,2857,1.02956
2,2857,0.977618
10,2857,-0.302729
100,2857,-0.3719
1,2858,0.203949
2,2858,-1.00616
10,2858,1.11342
100,2858,-8.45135
1,2859,0.859669
2,2859,-0.607047
10,2859,0.0749526
100,2859,-2.36112
1,2860,-44.1711
2,2860,-18.6989
10,2860,-5.72233
100,2860,-0.396676
1,2861,-1.90895
2,2861,-1.41909
10,2861,0.497771
100,2861,-3.5948
1,2862,-42.1995
2,2862,-21.4334
10,2862,1.29153
100,2862,-0.212677
1,2863,1.15008
2,2863,0.618597
10,2863,3.98635
100,2863,0.207357
1,2864,-1.74373
2,2864,-0.740064
10,2864,-0.481425
100,2864,-0.175951
1,2865,0.764367
2,2865,0.0216394
10,2865,-10.7078
100,2865,-1.57305
1,2866,2.51096
2,2866,0.723184
10,2866,0.797624
100,2866,-0.0658484
1,2867,-0.324378
2,2867,-0.48923
10,2867,-0.876632
100,2867,-0.198075
1,2868,-0.458096
2,2868,-0.469083
10,2868,-0.150857
100,2868,1.26816
1,2869,-0.0902714
2,2869,2.84685
10,2869,0.137945
100,2869,-0.595041
1,2870,-2.63663
2,2870,-1.48066
10,2870,0.598323
100,2870,1.78682
1,2871,0.122041
2,2871,-0.31711
10,2871,-1.53749
100,2871,-0.17555
1,2872,1.66474
2,2872,0.579515
10,2872,0.779319
100,2872,-0.236007
1,2873,12.037
2,2873,4.49191
10,2873,0.280719
100,2873,6.99011
1,2874,0.957837
2,2874,-0.468501
10,2874,-2.57298
100,2874,-6.04031
1,2875,0.345748
2,2875,0.127734
10,2875,-0.884655
100,2875,-0.592257
1,2876,-0.138453
2,2876,-0.100866
10,2876,0.407872
100,2876,-1.37572
1,2877,-0.421656
2,2877,-0.330864
10,2877,-0.184991
100,2877,0.657206
1,2878,-1.80473
2,2878,-0.193396
10,2878,-0.175204
100,2878,3.66222
1,2879,3.62024
2,2879,1.35294
10,2879,-4.67979
100,2879,16.3627
1,2880,-0.536262
2,2880,0.512947
10,2880,11.8686
100,2880,1.71001
1,2881,-2.74012
2,2881,-0.823776
10,2881,-1.07334
100,2881,2.30505
1,2882,3.78494
2,2882,0.914483
10,2882,0.17457
100,2882,0.618085
1,2883,0.235861
2,2883,-0.660112
10,2883,0.160643
100,2883,-0.142801
1,2884,1.48532
2,2884,0.596558
10,2884,-1.06497
100,2884,0.129444
1,2885,-4.56957
2,2885,-4.06806
10,2885,-1.49585
100,2885,0.512308
1,2886,37.2878
2,2886,18.7284
10,2886,4.0218
100,2886,-2.33636
1,2887,2.99042
2,2887,-11.9485
10,2887,-3.95356
100,2887,0.875842
1,2888,5.1817
2,2888,2.70611
10,2888,-64.7931
100,2888,-6.94315
1,2889,-1.23684
2,2889,1.37214
10,2889,0.748806
100,2889,1.85913
1,2890,0.220513
2,2890,0.102116
10,2890,0.346322
100,2890,0.0110531
1,2891,-0.705685
2,2891,-0.343255
10,2891,0.776054
100,2891,-0.960215
1,2892,0.297246
2,2892,0.549513
10,2892,1.28698
100,2892,-2.18865
1,2893,1.15746
2,2893,0.191384
10,2893,-0.367575
100,2893,1.50297
1,2894,-0.609713
2,2894,-0.0734964
10,2894,-3.22019
100,2894,-0.360406
1,2895,0.857603
2,2895,0.534045
10,2895,-0.10953
100,2895,-2.04885
1,2896,6.24466
2,2896,3.36955
10,2896,-3.70671
100,2896,1.7972
1,2897,2.08849
2,2897,0.0207675
10,2897,0.50442
100,2897,0.183325
1,2898,-1.34211
2,2898,-0.855278
10,2898,-1.32978
100,2898,-2.4427
1,2899,0.0219633
2,2899,2.18987
10,2899,0.419678
100,2899,-3.80193
1,2900,0.114994
2,2900,-0.135821
10,2900,-0.429238
100,2900,1.56955
1,2901,0.487534
2,2901,-0.113536
10,2901,0.0319427
100,2901,-0.639237
1,2902,0.691658
2,2902,3.58259
10,2902,0.106974
100,2902,0.428159
1,2903,1.51201
2,2903,0.500958
10,2903,-6.71217
100,2903,-0.16875
1,2904,1.00911
2,2904,0.444333
10,2904,-11.7625
100,2904,2.03942
1,2905,-19.7879
2,2905,-8.60521
10,2905,-1.68914
100,2905,-1.76233
1,2906,0.35021
2,2906,1.6982
10,2906,0.886683
100,2906,3.44043
1,2907,0.11427
2,2907,-0.319461
10,2907,-0.722197
100,2907,5.49161
1,2908,2.95448
2,2908,1.98448
10,2908,1.49802
100,2908,-0.183882
1,2909,0.825998
2,2909,-0.123863
10,2909,-131.544
100,2909,-16.8252
1,2910,-0.439676
2,2910,-0.805433
10,2910,-0.0411566
100,2910,-0.981837
1,2911,0.686067
2,2911,-0.949549
10,2911,-0.793014
100,2911,3.7379
1,2912,0.74864
2,2912,0.918553
10,2912,-2.25226
100,2912,-1.33418
1,2913,-15.7293
2,2913,-8.02881
10,2913,-67.1716
100,2913,-16.703
1,2914,1.21206
2,2914,2.26687
10,2914,1.23058
100,2914,-1.03522
1,2915,-0.591909
2,2915,0.208473
10,2915,1.24262
100,2915,0.513351
1,2916,-0.42306
2,2916,-0.279729
10,2916,0.162245
100,2916,9.3557
1,2917,2.03103
2,2917,73.9095
10,2917,14.4825
100,2917,2.55031
1,2918,-0.665898
2,2918,4.54649
10,2918,8.8951
100,2918,0.828021
1,2919,5.13619
2,2919,3.98187
10,2919,4.3902
100,2919,0.121143
1,2920,-3.56141
2,2920,-1.69143
10,2920,0.665254
100,2920,-0.949146
1,2921,-0.0450736
2,2921,0.372629
10,2921,-0.369243
100,2921,0.681997
1,2922,2.48036
2,2922,-3.36531
10,2922,72.3805
100,2922,6.65879
1,2923,-0.523763
2,2923,0.0612401
10,2923,-0.307945
100,2923,-0.329233
1,2924,-5.69271
2,2924,-3.08465
10,2924,-1.73791
100,2924,-3.40601
1,2925,0.542834
2,2925,-0.41339
10,2925,-1.42286
100,2925,-4.56083
1,2926,-2.77591
2,2926,-1.54841
10,2926,-3.91602
100,2926,0.312987
1,2927,-2.3827
2,2927,0.378109
10,2927,-0.765593
100,2927,0.981454
1,2928,-9.30181
2,2928,-8.27052
10,2928,-1.31916
100,2928,-0.0936247
1,2929,-0.990122
2,2929,-0.444398
10,2929,-0.48809
100,2929,2.25925
1,2930,-2.03259
2,2930,-0.875422
10,2930,0.458466
100,2930,0.0828939
1,2931,0.00759782
2,2931,0.252412
10,2931,-0.873858
100,2931,2.14873
1,2932,-0.47398
2,2932,-0.258474
10,2932,-0.0757182
100,2932,0.423998
1,2933,-0.209858
2,2933,-1.28426
10,2933,0.984658
100,2933,-2.45187
1,2934,3.14114
2,2934,1.40766
10,2934,-0.0154439
100,2934,0.245743
1,2935,1.01064
2,2935,0.537264
10,2935,2.5777
100,2935,1.87489
1,2936,-0.0806002
2,2936,0.0636408
10,2936,1.34856
100,2936,1.53692
1,2937,-0.641841
2,2937,-1.04122
10,2937,-0.320521
100,2937,1.13697
1,2938,2.07361
2,2938,1.02426
10,2938,-0.391093
100,2938,-0.226826
1,2939,-2.77574
2,2939,-1.71567
10,2939,-1.97041
100,2939,-0.905026
1,2940,8.21857
2,2940,10.3251
10,2940,0.272098
100,2940,-0.590777
1,2941,-2.65859
2,2941,-1.06363
10,2941,-0.158329
100,2941,7.0023
1,2942,-0.598802
2,2942,-0.417706
10,2942,-0.344676
100,2942,0.634811
1,2943,-1.62075
2,2943,-1.49344
10,2943,17.4203
100,2943,2.62957
1,2944,-4.56736
2,2944,-2.2306
10,2944,1.25827
100,2944,-0.850376
1,2945,1.24966
2,2945,0.783534
10,2945,-0.041091
100,2945,-0.162292
1,2946,-0.986067
2,2946,-1.05278
10,2946,-0.251734
100,2946,1.44115
1,2947,1.51928
2,2947,0.612497
10,2947,2.56477
100,2947,-0.0361443
1,2948,0.940754
2,2948,134.35
10,2948,26.3226
100,2948,2.16193
1,2949,-1.38103
2,2949,-1.39966
10,2949,-1.49051
100,2949,-1.43988
1,2950,-0.114806
2,2950,-0.105693
10,2950,0.567764
100,2950,1.97098
1,2951,0.19989
2,2951,-0.0336692
10,2951,-0.0546886
100,2951,-3.95624
1,2952,-2.01981
2,2952,-1.22145
10,2952,-7.57637
100,2952,-0.216236
1,2953,1.26798
2,2953,-0.338411
10,2953,-1.09742
100,2953,-6.87412
1,2954,-0.0796709
2,2954,0.591051
10,2954,3.59442
100,2954,0.201546
1,2955,0.101789
2,2955,0.278914
10,2955,0.083001
100,2955,0.499172
1,2956,0.782245
2,2956,0.791826
10,2956,2.20121
100,2956,0.65549
1,2957,0.698945
2,2957,0.567265
10,2957,0.857012
100,2957,-0.879914
1,2958,1.02938
2,2958,9.83326
10,2958,3.7293
100,2958,0.594366
1,2959,1.5225
2,2959,0.91731
10,2959,-1.04094
100,2959,-31.0448
1,2960,0.485024
2,2960,0.169835
10,2960,0.0420209
100,2960,-1.04019
1,2961,-0.20937
2,2961,0.255504
10,2961,2.1558
100,2961,-0.714595
1,2962,0.0271987
2,2962,0.121509
10,2962,-41.49
100,2962,-3.10375
1,2963,-0.371012
2,2963,0.031936
10,2963,-0.784339
100,2963,9.05777
1,2964,9.19801
2,2964,3.89191
10,2964,-1.82236
100,2964,-1.04864
1,2965,-6.8442
2,2965,-3.91069
10,2965,-1.7575
100,2965,-0.478398
1,2966,7.45901
2,2966,4.52599
10,2966,0.628529
100,2966,0.555785
1,2967,0.0387596
2,2967,-2.52235
10,2967,-0.239119
100,2967,2.85042
1,2968,-7.70139
2,2968,-8.26531
10,2968,-1.34199
100,2968,0.403247
1,2969,0.97644
2,2969,0.431463
10,2969,-0.186536
100,2969,-0.466599
1,2970,-2.60018
2,2970,-1.54098
10,2970,-0.718806
100,2970,0.0213022
1,2971,0.502821
2,2971,1.61161
10,2971,-0.197846
100,2971,0.450979
1,2972,0.348758
2,2972,-0.0442807
10,2972,-1.29277
100,2972,7.96882
1,2973,-3.74192
2,2973,-1.49949
10,2973,-0.361101
100,2973,0.460259
1,2974,-4.10518
2,2974,-2.84608
10,2974,-0.77767
100,2974,-5.0113
1,2975,1.94524
2,2975,5.78739
10,2975,2.21761
100,2975,0.34592
1,2976,-0.725535
2,2976,-1.05385
10,2976,-0.563773
100,2976,-0.108398
1,2977,0.298447
2,2977,11.7076
10,2977,3.87179
100,2977,1.56939
1,2978,1.1936
2,2978,0.0801283
10,2978,0.332821
100,2978,1.22428
1,2979,0.588442
2,2979,0.666796
10,2979,1.05142
100,2979,0.992364
1,2980,0.676473
2,2980,3.70728
10,2980,4.28053
100,2980,-0.451736
1,2981,6.32911
2,2981,4.76094
10,2981,1.93553
100,2981,1.01981
1,2982,-0.73488
2,2982,-0.327413
10,2982,-0.12259
100,2982,-0.567628
1,2983,0.225357
2,2983,-0.439281
10,2983,-0.519776
100,2983,-1.09547
1,2984,1.39431
2,2984,1.32754
10,2984,4.08767
100,2984,-1.82443
1,2985,0.425597
2,2985,-2.52242
10,2985,-0.287231
100,2985,0.71135
1,2986,0.411451
2,2986,0.310541
10,2986,3.45021
100,2986,-0.111996
1,2987,1.61356
2,2987,-0.559494
10,2987,2.09151
100,2987,3.22106
1,2988,-1.88841
2,2988,-1.11016
10,2988,0.152834
100,2988,0.262563
1,2989,-6.68105
2,2989,145.077
10,2989,27.8814
100,2989,3.13273
1,2990,4.80093
2,2990,2.47185
10,2990,78.412
100,2990,7.59807
1,2991,3.55849
2,2991,1.76663
10,2991,0.826843
100,2991,0.550971
1,2992,-0.807435
2,2992,-0.682853
10,2992,-0.832108
100,2992,0.064087
1,2993,-1.11524
2,2993,-0.281314
10,2993,-0.115401
100,2993,3.64598
1,2994,-0.40093
2,2994,0.694749
10,2994,-1.13667
100,2994,-13.2761
1,2995,-0.183606
2,2995,0.693147
10,2995,0.161085
100,2995,-4.4303
1,2996,1.14301
2,2996,1.35748
10,2996,-6.09419
100,2996,8.67901
1,2997,9.69145
2,2997,4.46933
10,2997,-2.14484
100,2997,1.57426
1,2998,-0.488899
2,2998,-2.36108
10,2998,0.814641
100,2998,0.725388
1,2999,0.119382
2,2999,-12.9359
10,2999,-3.13764
100,2999,0.925342
1,3000,1.18751
2,3000,-4.73019
10,3000,-0.0368023
100,3000,-0.647027
1,3001,-0.169522
2,3001,1.56759
10,3001,-5.66266
100,3001,-0.286174
1,3002,-0.762324
2,3002,-0.0201093
10,3002,-2.41493
100,3002,9.88565
1,3003,1.01871
2,3003,-0.489231
10,3003,0.882417
100,3003,-0.131543
1,3004,-4.60915
2,3004,0.268339
10,3004,-0.332832
100,3004,-0.000424119
1,3005,-0.214674
2,3005,-0.834291
10,3005,-0.120048
100,3005,2.02822
1,3006,4.31062
2,3006,-2.21869
10,3006,-1.5654
100,3006,7.65019
1,3007,-0.0874218
2,3007,0.207919
10,3007,0.0659452
100,3007,0.127355
1,3008,0.143403
2,3008,0.25507
10,3008,-0.37891
100,3008,-0.318281
1,3009,3.39799
2,3009,7.21062
10,3009,1.59191
100,3009,0.563813
1,3010,-3.70819
2,3010,-0.908536
10,3010,-0.808873
100,3010,-0.416709
1,3011,1.53304
2,3011,5.57678
10,3011,1.75577
100,3011,-0.335435
1,3012,-0.849537
2,3012,-8.93476
10,3012,-2.18548
100,3012,-0.60134
1,3013,-1.10816
2,3013,-1.74902
10,3013,-0.409902
100,3013,-0.607278
1,3014,6.74956
2,3014,3.18317
10,3014,-0.126318
100,3014,-3.73825
1,3015,-7.09633
2,3015,-2.97205
10,3015,-1.14701
100,3015,-3.3151
1,3016,-15.6627
2,3016,-8.09665
10,3016,11.034
100,3016,1.60611
1,3017,1.33338
2,3017,-3.95594
10,3017,-0.367758
100,3017,0.685139
1,3018,2.37299
2,3018,6.0156
10,3018,1.11099
100,3018,1.38971
1,3019,-0.118646
2,3019,0.166738
10,3019,1.25311
100,3019,0.962653
1,3020,-0.921755
2,3020,0.234332
10,3020,51.8218
100,3020,5.24313
1,3021,-1.74812
2,3021,-0.865926
10,3021,0.987569
100,3021,0.417304
1,3022,0.348223
2,3022,-4.96529
10,3022,-0.839233
100,3022,8.58902
1,3023,1.6052
2,3023,0.168762
10,3023,0.523633
100,3023,2.28038
1,3024,0.943862
2,3024,2.97476
10,3024,1.1057
100,3024,0.950305
1,3025,1.02924
2,3025,-0.106701
10,3025,0.107154
100,3025,-2.23808
1,3026,-2.47713
2,3026,-0.901546
10,3026,-2.93281
100,3026,0.858001
1,3027,-1.12534
2,3027,1.85041
10,3027,0.672616
100,3027,-0.194255
1,3028,-0.0852937
2,3028,-0.126474
10,3028,2.91915
100,3028,-1.49565
1,3029,9.18414
2,3029,4.83832
10,3029,-0.60076
100,3029,-0.180124
1,3030,2.3465
2,3030,1.83912
10,3030,-10.3208
100,3030,-0.601346
1,3031,0.162524
2,3031,-0.651368
10,3031,-1.5775
100,3031,0.456553
1,3032,-0.777352
2,3032,-0.413506
10,3032,0.614136
100,3032,-0.285787
1,3033,1.92655
2,3033,0.984326
10,3033,-0.754474
100,3033,0.116233
